"Source","Target","flights_count","flight_year"
"EDOQ","EDCT","1.0","2021"
"KSTS","69CL","1.0","2021"
"EGKA","EGKL","1.0","2021"
"KPAE","KFTY","1.0","2021"
"GA53","GA31","2.0","2021"
"KMHR","KONP","1.0","2021"
"EDEW","ETHN","6.0","2021"
"20SC","KCLT","1.0","2021"
"KIND","6PA8","1.0","2021"
"FD08","KLNA","1.0","2021"
"KDEN","KPIT","2.0","2021"
"18FD","KCEW","1.0","2021"
"KGPM","K50F","2.0","2021"
"KSDF","FL35","8.0","2021"
"KAUS","KBUR","3.0","2021"
"KGPM","9TS6","2.0","2021"
"KSAT","05TE","1.0","2021"
"KIND","51OI","5.0","2021"
"KBVY","21NH","1.0","2021"
"KAPA","KCHD","2.0","2021"
"KMO6","MU21","1.0","2021"
"PA84","4PA5","1.0","2021"
"KISM","KAPF","3.0","2021"
"KRSW","KNY2","2.0","2021"
"KRDM","KHIF","1.0","2021"
"NC22","KRDU","3.0","2021"
"KPHX","3CA9","11.0","2021"
"KMCO","KMLB","2.0","2021"
"CYMX","CYYB","4.0","2021"
"LGAV","LIPZ","2.0","2021"
"8TX7","OA16","2.0","2021"
"KHPN","FA54","2.0","2021"
"20SC","KMWK","1.0","2021"
"KEWR","KSDF","29.0","2021"
"KCRQ","KCNO","2.0","2021"
"KLGB","KBFI","2.0","2021"
"K54J","FD93","1.0","2021"
"KLEE","01FL","1.0","2021"
"FL35","KCVG","1.0","2021"
"KROC","KPTD","2.0","2021"
"OI58","KTEB","1.0","2021"
"EDGM","EDFC","1.0","2021"
"KBWI","KHEF","3.0","2021"
"EGFF","LEAL","1.0","2021"
"KS12","KVUO","1.0","2021"
"KTIW","6WA2","5.0","2021"
"2AL1","KNSE","1.0","2021"
"4VA8","KEWR","4.0","2021"
"LPMA","EDDF","2.0","2021"
"SC34","SC86","1.0","2021"
"LIML","UMMS","1.0","2021"
"LIML","LIEE","11.0","2021"
"YSSY","NZCH","3.0","2021"
"YLKE","YPPF","1.0","2021"
"LKTB","EPCH","1.0","2021"
"07TS","72XS","1.0","2021"
"ESSA","LPPT","3.0","2021"
"0NK1","27NK","1.0","2021"
"98ME","KASH","1.0","2021"
"LIEE","LICJ","1.0","2021"
"SBKP","SADS","1.0","2021"
"SEAS","FD38","1.0","2021"
"KPDK","KX39","1.0","2021"
"LEIB","UUWW","1.0","2021"
"KPLU","K0S9","2.0","2021"
"K4SD","KLHM","1.0","2021"
"TBPB","MPMG","1.0","2021"
"KUCP","KAGC","2.0","2021"
"KMLI","KCHD","1.0","2021"
"OTHH","EGPH","2.0","2021"
"KMIA","2FD6","1.0","2021"
"KSDF","KHSV","5.0","2021"
"KGSO","KONT","2.0","2021"
"KSNA","KAJO","7.0","2021"
"KDAY","OH95","1.0","2021"
"KFCM","KMDW","3.0","2021"
"KSLC","71KY","1.0","2021"
"K5R4","K4R4","2.0","2021"
"KPHL","KONT","5.0","2021"
"KMKC","KSAR","1.0","2021"
"OLBA","OLBA","1.0","2021"
"PAMR","PAAQ","1.0","2021"
"ENBR","EPWA","1.0","2021"
"KEDU","KHAF","1.0","2021"
"KECP","05FA","1.0","2021"
"30TA","XS08","1.0","2021"
"KADS","78TE","1.0","2021"
"KSMO","KCCR","1.0","2021"
"KEMT","KCPM","3.0","2021"
"KSBA","KAPA","3.0","2021"
"KBOI","ID44","8.0","2021"
"KCMI","51IL","1.0","2021"
"KBKL","KFRG","1.0","2021"
"9CL0","37CN","1.0","2021"
"KPHX","KSDL","1.0","2021"
"KCLE","TE87","1.0","2021"
"KS67","1ID4","3.0","2021"
"YBBN","YCXA","2.0","2021"
"KVRB","KORL","1.0","2021"
"KFXE","KRDU","4.0","2021"
"CL46","KCMA","4.0","2021"
"PA31","PA31","6.0","2021"
"KPHL","KVGC","1.0","2021"
"KPMP","KPBI","6.0","2021"
"KAFW","KBKN","2.0","2021"
"LEPA","EDDC","4.0","2021"
"LSMD","LSMD","2.0","2021"
"KSEA","KRLD","10.0","2021"
"SADF","SA04","1.0","2021"
"KO60","KO60","2.0","2021"
"9OA5","KLHQ","1.0","2021"
"K87I","KCGC","1.0","2021"
"KAUS","KNKX","1.0","2021"
"KTTN","KASH","1.0","2021"
"LKRY","LKPM","2.0","2021"
"OA85","OI68","1.0","2021"
"KPOB","4NC7","1.0","2021"
"KSAN","KTYS","1.0","2021"
"KDAL","16TE","1.0","2021"
"KPLU","KS21","2.0","2021"
"KSJC","60CO","1.0","2021"
"KRDU","57FA","1.0","2021"
"UUDD","LLBG","3.0","2021"
"KBUR","KRAL","1.0","2021"
"LRBS","LHBP","1.0","2021"
"KIWA","2MO1","1.0","2021"
"OMDW","EDDN","1.0","2021"
"KDKX","K7A8","1.0","2021"
"EDDS","LTFM","7.0","2021"
"KRHV","KAVX","1.0","2021"
"KSNS","KCCR","1.0","2021"
"KPIT","23VT","1.0","2021"
"KZPH","KBCT","1.0","2021"
"NZAA","NZKO","5.0","2021"
"8TA5","6TA3","1.0","2021"
"EVRA","UKBB","4.0","2021"
"CPN8","CYXU","1.0","2021"
"KFMH","K3B0","1.0","2021"
"LSZH","EINN","1.0","2021"
"AZ19","KTUS","2.0","2021"
"KTEB","ME91","3.0","2021"
"79OH","KSGF","1.0","2021"
"KPAO","KCCR","1.0","2021"
"KVNC","57FA","1.0","2021"
"LFRS","ELLX","1.0","2021"
"KFXE","KCGF","1.0","2021"
"KEWB","KSYR","1.0","2021"
"KDAB","KMTH","1.0","2021"
"KUMP","KMZZ","1.0","2021"
"LFQM","LSGG","2.0","2021"
"LEBL","LIRA","1.0","2021"
"RJTY","13CL","1.0","2021"
"KADG","KBTL","2.0","2021"
"KFME","4NY1","1.0","2021"
"LOAN","LOXT","2.0","2021"
"KVCV","KSEE","1.0","2021"
"KJWN","KFTW","1.0","2021"
"NK12","68NY","1.0","2021"
"KPSP","KLBE","1.0","2021"
"KYKM","68WA","5.0","2021"
"KW45","2VA5","1.0","2021"
"LSZB","LSMF","1.0","2021"
"KGSO","KN06","1.0","2021"
"KOPF","23FL","2.0","2021"
"04TX","TE55","1.0","2021"
"KAFW","KMTN","1.0","2021"
"PA92","KABE","1.0","2021"
"2FL0","KOMA","1.0","2021"
"KBDU","KLMO","1.0","2021"
"KFTG","AR09","2.0","2021"
"KSUS","16IS","1.0","2021"
"9TX1","KEDC","1.0","2021"
"KO15","57CL","1.0","2021"
"KFIT","KOQU","1.0","2021"
"CYLS","PN40","1.0","2021"
"KHFD","CT39","1.0","2021"
"K84R","K00R","1.0","2021"
"KBOS","24PA","1.0","2021"
"RKJJ","RKSS","5.0","2021"
"LIRF","LFMN","1.0","2021"
"73OR","KMMV","1.0","2021"
"KJXN","MI80","1.0","2021"
"OA16","KLAX","3.0","2021"
"KFYM","KJKA","1.0","2021"
"KECP","NC21","1.0","2021"
"KMCO","2VA3","1.0","2021"
"21NH","MA52","1.0","2021"
"KBLV","FA40","1.0","2021"
"KPYM","KPVC","1.0","2021"
"KSNA","KHHR","2.0","2021"
"KDTW","57FA","1.0","2021"
"XS39","KHOU","2.0","2021"
"YKSC","YMMB","1.0","2021"
"SADF","SUSJ","1.0","2021"
"LL44","KBNA","1.0","2021"
"KAQW","K0B5","1.0","2021"
"LSMD","LSME","2.0","2021"
"4FL9","9FD2","2.0","2021"
"77OH","72KY","1.0","2021"
"KVGT","2MO9","1.0","2021"
"LSGG","LEAL","3.0","2021"
"LFLI","LFTH","1.0","2021"
"YBBN","YAMB","1.0","2021"
"KBNA","KAPA","2.0","2021"
"56AZ","KPHX","1.0","2021"
"KTMB","4SC4","1.0","2021"
"KBDN","OG12","1.0","2021"
"KMCO","2MD4","1.0","2021"
"KAPF","20SC","1.0","2021"
"EDFE","EDFC","3.0","2021"
"SDIU","SBST","1.0","2021"
"8TN4","98TN","1.0","2021"
"KC29","LL69","1.0","2021"
"KCMY","KFCM","1.0","2021"
"60TE","84XS","1.0","2021"
"KOQU","NY09","1.0","2021"
"KIAD","KCGF","1.0","2021"
"KISO","KHRJ","1.0","2021"
"LIMJ","LSZR","1.0","2021"
"KL62","KHJO","1.0","2021"
"K9F9","KGKY","1.0","2021"
"EGFF","EGFF","5.0","2021"
"KSNS","KLVK","1.0","2021"
"KTEB","24VA","1.0","2021"
"KCSM","KPWA","1.0","2021"
"KRAL","KBNG","1.0","2021"
"OG15","OG05","1.0","2021"
"KXLL","50PA","2.0","2021"
"EYKS","EYSE","1.0","2021"
"YSWL","YCHL","1.0","2021"
"CYUL","SEQM","1.0","2021"
"1PA0","KRDU","1.0","2021"
"KAUS","TX72","1.0","2021"
"KBUF","PN40","1.0","2021"
"KHEF","KFLL","1.0","2021"
"KSOP","KHGR","1.0","2021"
"CYUL","KBDL","1.0","2021"
"8FD3","K2R4","1.0","2021"
"KMQY","KCRQ","1.0","2021"
"NH40","KBOS","1.0","2021"
"2MO9","KABQ","1.0","2021"
"2MO9","4XS8","1.0","2021"
"64GA","8GA9","1.0","2021"
"LGAV","EYKA","1.0","2021"
"KTPA","6NJ9","1.0","2021"
"KO60","KSQL","1.0","2021"
"KIND","IN53","1.0","2021"
"59CN","25CL","1.0","2021"
"23TA","48TX","1.0","2021"
"TE74","KHQZ","1.0","2021"
"KUNV","KGSO","1.0","2021"
"KDXR","KMTH","1.0","2021"
"KSRQ","66FD","1.0","2021"
"NK08","KPNE","1.0","2021"
"KSZT","KLGB","1.0","2021"
"EDDN","LOIR","1.0","2021"
"KEWR","KVDF","1.0","2021"
"34FD","KTIX","2.0","2021"
"KPHX","KU42","1.0","2021"
"OR02","KBDN","1.0","2021"
"KMQJ","MI19","1.0","2021"
"KCVB","77TS","1.0","2021"
"KFFZ","KABQ","1.0","2021"
"KADW","KNHK","1.0","2021"
"KSCH","NY94","1.0","2021"
"KOCF","KEYE","1.0","2021"
"KORD","9IL6","1.0","2021"
"LFPO","LIRP","1.0","2021"
"KPTK","KMTH","1.0","2021"
"46IA","KAVQ","1.0","2021"
"KBFI","KSFO","1.0","2021"
"LIMJ","LILE","1.0","2021"
"OA05","KAUW","1.0","2021"
"CYQG","KPTK","1.0","2021"
"59CO","6WA2","1.0","2021"
"35II","II98","1.0","2021"
"8TA5","KF69","1.0","2021"
"41NC","5NC2","1.0","2021"
"KAZO","KUGN","1.0","2021"
"KRDG","KACY","1.0","2021"
"KVRB","KIMM","1.0","2021"
"KUES","KCLW","1.0","2021"
"37CL","37CL","1.0","2021"
"2CO3","7CO5","1.0","2021"
"KOMA","KPDK","1.0","2021"
"KFSD","KAGZ","1.0","2021"
"KBNA","II91","1.0","2021"
"KIGX","KSOP","12.0","2021"
"KSLC","KORD","30.0","2021"
"KSFO","EGLL","7.0","2021"
"EDDH","LSZH","15.0","2021"
"MMUN","KMMU","1.0","2021"
"KMCO","16FD","1.0","2021"
"UUWW","OMDW","19.0","2021"
"KLAS","KFAT","21.0","2021"
"K2R5","KPNS","1.0","2021"
"EDDK","LFML","3.0","2021"
"KPDX","KBKL","1.0","2021"
"KSAT","KLAS","28.0","2021"
"KE16","KHWD","5.0","2021"
"KIAH","KDFW","57.0","2021"
"VIDP","OTHH","27.0","2021"
"MO14","MU41","2.0","2021"
"KIND","KPGD","4.0","2021"
"EGKK","SC40","8.0","2021"
"EDDF","OMDW","2.0","2021"
"OI68","86OH","1.0","2021"
"KABQ","CA70","1.0","2021"
"KE63","KFFZ","14.0","2021"
"EFHK","EDDM","10.0","2021"
"OMDB","OTHH","20.0","2021"
"LFRS","LFML","5.0","2021"
"KSNA","KDAL","11.0","2021"
"VA56","KSHD","1.0","2021"
"EDDB","EDDN","2.0","2021"
"SBGL","SBKP","8.0","2021"
"WBSB","WSSS","7.0","2021"
"KTUS","CA22","1.0","2021"
"FACT","LTFM","3.0","2021"
"04WA","ID43","1.0","2021"
"KF70","KHHR","1.0","2021"
"KCLW","IN93","1.0","2021"
"KOMA","FD90","1.0","2021"
"KVNY","KTEB","32.0","2021"
"KDTS","KFTY","2.0","2021"
"EKCH","EDDM","9.0","2021"
"KBUR","KDEN","25.0","2021"
"2AZ8","KTUS","25.0","2021"
"KOWP","KOWP","2.0","2021"
"KSBN","KFRG","1.0","2021"
"92IN","KJZP","1.0","2021"
"KSEA","KCLM","6.0","2021"
"KMSP","K9X1","15.0","2021"
"TX09","TS27","2.0","2021"
"KBFI","KTUL","1.0","2021"
"LFMN","LFFW","2.0","2021"
"KTTA","KTTA","125.0","2021"
"KRDK","KBTA","1.0","2021"
"KCHA","KDKX","2.0","2021"
"UT43","KCDC","4.0","2021"
"KALB","KBWI","12.0","2021"
"LSMF","EKOD","2.0","2021"
"KVPS","KATL","36.0","2021"
"KDTS","KCEU","1.0","2021"
"KAPF","KSTP","4.0","2021"
"KPNE","KLDJ","3.0","2021"
"UUWW","UWWT","4.0","2021"
"RJTT","RCSS","9.0","2021"
"52OR","52OR","1.0","2021"
"WIHP","WSSL","2.0","2021"
"OMSJ","OTHH","5.0","2021"
"LSGB","LSGL","7.0","2021"
"1CA1","KSBP","1.0","2021"
"KONT","KFAT","1.0","2021"
"LIPE","LEMD","7.0","2021"
"KOMH","KJYO","2.0","2021"
"CYBL","CYVR","4.0","2021"
"LFMN","EGKB","5.0","2021"
"KSNA","KUDD","13.0","2021"
"SKVP","SKBO","17.0","2021"
"KSBA","KBNA","1.0","2021"
"KMDW","KADW","2.0","2021"
"EDNO","EDNO","6.0","2021"
"59KY","KSDF","1.0","2021"
"KSUS","KPWK","6.0","2021"
"KPHL","KIAD","19.0","2021"
"KRNT","KORS","7.0","2021"
"KBWI","KF45","2.0","2021"
"KPBI","KCLT","49.0","2021"
"KSOP","K0V4","1.0","2021"
"KPHL","14MI","4.0","2021"
"KHTO","CT52","1.0","2021"
"KEGI","KNPA","1.0","2021"
"KTEB","KSYR","4.0","2021"
"LFBO","LFDH","3.0","2021"
"EDFE","EDFU","2.0","2021"
"0NK8","KPSF","1.0","2021"
"KEVB","KMBO","1.0","2021"
"EDFH","LEPA","4.0","2021"
"LSZB","LSGR","7.0","2021"
"KDFW","6OK9","1.0","2021"
"KWHP","KOXR","1.0","2021"
"KJNX","KOCW","1.0","2021"
"KSDL","KCOS","2.0","2021"
"KOMA","8NE9","4.0","2021"
"KRNO","KHOU","5.0","2021"
"VGZR","VGSY","4.0","2021"
"5II1","KIND","3.0","2021"
"NH15","KLCI","1.0","2021"
"KRSW","FD35","1.0","2021"
"CSJ5","CYYZ","1.0","2021"
"FA71","FL35","2.0","2021"
"KM16","KHKS","1.0","2021"
"KS36","WN55","1.0","2021"
"CSN7","CYUL","1.0","2021"
"02XS","KATL","1.0","2021"
"KHOU","KBFI","2.0","2021"
"KONP","KONP","3.0","2021"
"KDCA","MS83","1.0","2021"
"LFPG","LFPG","5.0","2021"
"KRAL","KCMA","10.0","2021"
"KIAG","CYSN","6.0","2021"
"8CA5","2CN8","1.0","2021"
"55OK","KRVS","1.0","2021"
"KHWO","KPMP","2.0","2021"
"34MI","85MI","1.0","2021"
"38IN","KHEF","1.0","2021"
"79FD","KSFB","1.0","2021"
"KO61","KOAK","1.0","2021"
"KMCE","KSQL","1.0","2021"
"KTDF","KTTA","1.0","2021"
"KMIV","KMIV","11.0","2021"
"KESN","KVAY","1.0","2021"
"ENMH","ENTC","8.0","2021"
"KVUO","K7S5","2.0","2021"
"KFAT","KLAS","20.0","2021"
"KCCB","KVNY","1.0","2021"
"KGVT","KMEZ","1.0","2021"
"KTOA","KSBP","3.0","2021"
"KFXE","KMMU","2.0","2021"
"KRDU","KMDT","1.0","2021"
"LFRN","EGJJ","2.0","2021"
"KRHV","KVCB","2.0","2021"
"KTPA","0NY0","1.0","2021"
"K9X1","KSLG","3.0","2021"
"KI69","81OH","2.0","2021"
"KLVK","K2O6","1.0","2021"
"4MD1","K33N","1.0","2021"
"KCLT","KLUK","5.0","2021"
"KDLO","KUDD","1.0","2021"
"KBCT","KLZU","1.0","2021"
"LEBL","UKBB","1.0","2021"
"VIDP","CYYZ","11.0","2021"
"OR30","3OR8","1.0","2021"
"KNYL","EGUN","1.0","2021"
"LBSF","LOWW","1.0","2021"
"KOAK","KHWD","4.0","2021"
"KOKC","4TA1","1.0","2021"
"KMTN","K33N","1.0","2021"
"34FL","05FA","1.0","2021"
"1IN0","3OH9","1.0","2021"
"K2W6","1VG2","2.0","2021"
"EDLV","LEPA","2.0","2021"
"0MN1","MY46","1.0","2021"
"KMCC","KSQL","1.0","2021"
"KMDQ","K8A1","3.0","2021"
"EDDC","EDDW","2.0","2021"
"NM49","KE60","1.0","2021"
"KFXE","KIAD","7.0","2021"
"KMMU","2NJ1","1.0","2021"
"KTPA","K62D","1.0","2021"
"EGBL","EGBJ","2.0","2021"
"KSUS","KDKK","1.0","2021"
"KFMY","KTHV","1.0","2021"
"LIEE","LIME","7.0","2021"
"KLNS","KBLM","1.0","2021"
"EDTS","EDTD","1.0","2021"
"TX03","KADS","1.0","2021"
"KSJC","KAPA","6.0","2021"
"TBPB","TVSM","3.0","2021"
"EGJB","EGSH","1.0","2021"
"KANP","KWWD","1.0","2021"
"SIQE","SIQE","4.0","2021"
"KMRT","OI28","1.0","2021"
"KF72","KF72","3.0","2021"
"EPGD","EVRA","1.0","2021"
"KSCK","KO52","1.0","2021"
"ETAR","LRCK","1.0","2021"
"EINN","EINN","4.0","2021"
"MO03","KSUS","1.0","2021"
"KPIE","KK62","1.0","2021"
"YBAF","YGYM","3.0","2021"
"KAUS","KRIV","5.0","2021"
"VIDP","VOTV","2.0","2021"
"LSGG","EDQO","1.0","2021"
"YBCG","YWBL","1.0","2021"
"KGOK","OK21","1.0","2021"
"1NC6","KEQY","1.0","2021"
"KRVS","KSUS","1.0","2021"
"KCMH","OH99","1.0","2021"
"2MO9","2MO9","2.0","2021"
"EGKA","EGKK","1.0","2021"
"KBFI","KHPN","1.0","2021"
"KMSN","MI58","1.0","2021"
"KOXC","KPOU","1.0","2021"
"KFMY","KTMB","2.0","2021"
"KLZU","KCCO","1.0","2021"
"GE99","KHFD","1.0","2021"
"KGAI","NC21","1.0","2021"
"TVSV","KMIA","2.0","2021"
"EGTB","EGNH","1.0","2021"
"58TX","KGKY","1.0","2021"
"KCLT","FD15","3.0","2021"
"UUWW","LEMG","2.0","2021"
"KCVB","KAFW","1.0","2021"
"KRVS","KSAF","2.0","2021"
"KHKY","MMPB","1.0","2021"
"LFPV","LFGO","2.0","2021"
"EHRD","EBBE","1.0","2021"
"KH68","K0F7","1.0","2021"
"KPWA","KCSM","1.0","2021"
"78WA","KBFI","2.0","2021"
"KTRK","KOXR","1.0","2021"
"KRVS","2OK4","1.0","2021"
"LPFR","LFHH","1.0","2021"
"KBKL","KXLL","1.0","2021"
"0LL6","KARR","1.0","2021"
"KSAF","KBUR","1.0","2021"
"KHSD","1OK1","2.0","2021"
"KMBL","KMBL","4.0","2021"
"YSCB","YARL","1.0","2021"
"16MI","KLAS","1.0","2021"
"KILG","KEFD","1.0","2021"
"KIAD","0NY1","1.0","2021"
"KPDX","6AK5","2.0","2021"
"KOAK","KSUS","1.0","2021"
"LFBO","LFLY","2.0","2021"
"CA66","KDVO","1.0","2021"
"6FD7","KTMB","1.0","2021"
"KIWS","8TX7","3.0","2021"
"32FA","FD96","1.0","2021"
"KPWK","32LL","1.0","2021"
"KSFF","8AN6","1.0","2021"
"KMIC","KSTC","1.0","2021"
"9TX5","KAUS","2.0","2021"
"LFBH","EBAW","1.0","2021"
"KGQQ","KSUS","2.0","2021"
"EGKK","EETN","1.0","2021"
"EKCH","EKSS","3.0","2021"
"KADS","KT31","1.0","2021"
"KHOU","MMUN","2.0","2021"
"KBTP","KAGC","4.0","2021"
"EGSX","EGHF","1.0","2021"
"OTHH","VMMC","2.0","2021"
"KFTW","8TA7","2.0","2021"
"KOKC","KSDL","2.0","2021"
"EDNX","EDTD","1.0","2021"
"K8A1","5FL0","1.0","2021"
"YBCG","YPMQ","2.0","2021"
"KD83","KMOD","1.0","2021"
"75XS","KCVB","1.0","2021"
"KMO6","K1H0","2.0","2021"
"EDCG","EDBV","1.0","2021"
"KOXR","2CD9","1.0","2021"
"KORL","KPGD","2.0","2021"
"KLSN","KCCR","1.0","2021"
"KHPN","KMLB","1.0","2021"
"KTKI","2XS4","1.0","2021"
"OMAL","OMAL","3.0","2021"
"K3T5","1TX4","1.0","2021"
"EPKK","EPKP","1.0","2021"
"KCHN","KPGD","1.0","2021"
"KSDL","KAXH","1.0","2021"
"CYHU","CYOW","1.0","2021"
"OTBD","OTHH","1.0","2021"
"KGDM","KORH","1.0","2021"
"NC48","NC82","1.0","2021"
"KBNA","31II","1.0","2021"
"KRNT","KSHN","3.0","2021"
"AL32","KHUA","1.0","2021"
"KMSP","KCPS","2.0","2021"
"KHPN","KDXR","4.0","2021"
"PAEN","00AK","2.0","2021"
"EETN","EGKK","1.0","2021"
"KHSV","EBMB","1.0","2021"
"KORL","KSTL","2.0","2021"
"KCRQ","16AZ","1.0","2021"
"KCVO","OR22","1.0","2021"
"KSNA","KCMH","1.0","2021"
"KDPA","KBUF","4.0","2021"
"94IL","7IL3","1.0","2021"
"3NK5","K9G3","1.0","2021"
"KMGY","KVNY","1.0","2021"
"LFPG","EVRA","3.0","2021"
"79FD","KGIF","1.0","2021"
"KFAT","66CL","1.0","2021"
"KIAD","VT09","1.0","2021"
"3OR8","61OR","1.0","2021"
"EPSU","EPBC","1.0","2021"
"KPMP","FD08","3.0","2021"
"K3A1","KLOU","1.0","2021"
"KHWO","KX14","2.0","2021"
"KPIM","KDMW","1.0","2021"
"KMRY","KVNY","1.0","2021"
"KMCO","KSTP","1.0","2021"
"EGGW","EGSS","1.0","2021"
"YBMC","YPWH","1.0","2021"
"LIMJ","LILH","1.0","2021"
"EDAK","EDBO","1.0","2021"
"KSAT","K5C1","1.0","2021"
"4NY0","VT48","1.0","2021"
"KHKY","GE99","1.0","2021"
"LFPB","LEIB","4.0","2021"
"KAPF","KX06","4.0","2021"
"KEFT","9WI5","1.0","2021"
"TA06","KSWI","1.0","2021"
"YBZA","YSBK","2.0","2021"
"KSMQ","5NJ2","1.0","2021"
"SN57","2MO0","1.0","2021"
"KJWN","KMBO","2.0","2021"
"KWRI","PS47","1.0","2021"
"30TA","88NE","1.0","2021"
"EBLG","LSGK","1.0","2021"
"KMSP","KLAL","4.0","2021"
"K1H3","KCPS","1.0","2021"
"KLAS","KADS","1.0","2021"
"NC47","NC20","1.0","2021"
"RJNA","RJSC","1.0","2021"
"K14A","KHLX","1.0","2021"
"KISP","KUUU","1.0","2021"
"KPHL","CYYZ","1.0","2021"
"KDVT","KTOA","2.0","2021"
"YSRI","YSSY","1.0","2021"
"KNFG","KL08","2.0","2021"
"K4R4","KFTW","1.0","2021"
"EKRK","EKCH","1.0","2021"
"KSTS","KMMV","1.0","2021"
"KVGC","KAPA","1.0","2021"
"OA16","KJWN","1.0","2021"
"KEQY","KMSP","1.0","2021"
"K1B1","0NY1","1.0","2021"
"EGTK","EGBF","1.0","2021"
"KLOM","KN14","1.0","2021"
"KIZA","KSBP","2.0","2021"
"ID27","ID24","1.0","2021"
"9PA2","KUKT","2.0","2021"
"KMDW","KPNS","2.0","2021"
"KI69","KEYE","1.0","2021"
"KPTV","67CA","1.0","2021"
"17CL","KO88","1.0","2021"
"9CO7","KAPA","1.0","2021"
"KECP","7AL7","2.0","2021"
